"subject";"id";"subject";"thread";"from_unixtime(jos_kunena_messages.time,'%Y-%m-%dT%T')";"message"
"温哥华2015届Burnaby小组2019年5月7日共修";"4086";"温哥华2015届Burnaby小组2019年5月7日共修";"580";"2019-05-07T18:29:07";"[attachment=286]【讲记62】佛为娑伽罗龙王所说大乘经讲记.pdf[/attachment]《佛为娑伽罗龙王所说大乘经》第01课辅导[attachment=289]《佛为娑伽罗龙王所说大乘经》第01课辅导 2018年12月01日.pptx[/attachment]《佛为娑伽罗龙王所说大乘经》第02课辅导[attachment=287]《佛为娑伽罗龙王所说大乘经》第02课辅导 2018年12月08日.pptx[/attachment] 《佛为娑伽罗龙王所说大乘经》第03课辅导[attachment=288]《佛为娑伽罗龙王所说大乘经》第03课辅导 2018年12月16日.pptx[/attachment]  《佛为娑伽罗龙王所说大乘经》第04课辅导[attachment=290]《佛为娑伽罗龙王所说大乘经》第04课辅导 2018年12月23日.pptx[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年5月13日共修";"4087";"温哥华2018届Burnaby/Richmond小组2019年5月13日共修";"581";"2019-05-12T01:58:01";"2018届温哥华慧灯小组共修通知：                                          诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年5月13日 星期一 下午6：30地点：Burnaby、Richmond道场， zoom.us/j/7789995278。学习内容：如何面对痛苦和幸福（三）视频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/476-l10038]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/476-l10038[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/153-a00101]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/153-a00101[/url]主持师兄：Bob师兄串讲师兄：晓燕师兄                思考题：1. 如何将痛苦转化为行善的动力？2.什么是慈悲心？如何将痛苦转化为慈悲心？3. 痛苦的根源是什么？如何将痛苦转化为利他心？4. 简述本课上师所教授的自他相关换修法。5. 什么是真正的佛法融入生活？6. 我们现在要不要祈祷上师和护法神赐给我们一些痛苦、压力、不顺、违缘或障碍？7. 为何不能等到痛苦（特别是巨大的痛苦）来临时才修这七个法？"
"温哥华2015届Burnaby小组2019年5月14日共修";"4088";"温哥华2015届Burnaby小组2019年5月14日共修";"582";"2019-05-14T11:45:28";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年5月14日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 断离间语串讲师兄: 圆妙Amy"
"温哥华2016届Burnaby小组2019年5月15日共修";"4089";"温哥华2016届Burnaby小组2019年5月15日共修";"583";"2019-05-14T20:09:27";"16届温哥华慧灯小组共修诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我 共修时间：2019/5/15日星期三6:30pm网络共修：zoom.us/j/7789995278 《佛说稻杆经》第13课:  视频1-4 的阶段复习和讨论 串讲：Frank师兄主持：Bob师兄 [attachment=293]佛说稻秆经视频1-4复习.pptx[/attachment]"
"温哥华2015届Burnaby小组2019年5月14日共修";"4090";"温哥华2015届Burnaby小组2019年5月14日共修";"582";"2019-05-14T20:18:49";"[attachment=294]十善业5-不两舌：断离间语，化解怨恨.docx[/attachment] [attachment=295]因果不虚语善业之不两舌断除离间语(1).pdf[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年05月20日共修";"4091";"温哥华2018届Burnaby/Richmond小组2019年05月20日共修";"584";"2019-05-19T00:35:54";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年5月20日 星期一 下午6：30地点：Burnaby、Richmond道场， zoom.us/j/7789995278。学习内容：如何面对痛苦和幸福（四）视频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/477-l10039]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/477-l10039[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/153-a00101]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/153-a00101[/url] 主持师兄：Bob师兄串讲师兄：晓燕师兄思考题：1. 为什么说面对幸福也需要佛法？2. 面对幸福世俗谛的修法有哪三个思维和一个交换？3. 具有菩提心的超级富人们应该以什么心态去对待财富？4. 简述本课上师所教授的将幸福作自他相换的具体修法。5. 面对幸福胜义谛的修法有哪两种？6. 为什么说驯心如驯象？7. 学完这四节课后你有什么特别的感受想跟同学们分享？"
"温哥华2015届Burnaby小组2019年5月21日共修";"4092";"温哥华2015届Burnaby小组2019年5月21日共修";"585";"2019-05-21T00:07:44";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年5月21日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 断除恶语，说悦耳语串讲师兄: 圆信Sherry"
"温哥华2016届Burnaby小组2019年5月22日共修";"4093";"温哥华2016届Burnaby小组2019年5月22日共修";"586";"2019-05-23T01:15:09";"16届温哥华慧灯小组共修诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我共修时间：2019/5/22日星期三6:30pm网络共修：zoom.us/j/7789995278《佛说稻杆经》视频五之一: 从《佛说稻秆经》谈佛教人生观和世界观 5https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1624-l16130https://www.youtube.com/watch?v=-VI0NbEElX8串讲：Frank师兄主持：Bob师兄 [attachment=298]佛说稻杆经视频5.pptx[/attachment]"
"温哥华2015届Burnaby小组2019年5月21日共修";"4094";"温哥华2015届Burnaby小组2019年5月21日共修";"585";"2019-05-23T23:09:30";"[attachment=299]因果不虚语善业之不恶语.docx[/attachment] [attachment=300]因果不虚语善业之不恶语.pdf[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年05月27日共修";"4095";"温哥华2018届Burnaby/Richmond小组2019年05月27日共修";"587";"2019-05-25T22:03:30";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年5月27日 星期一 下午6：30地点：Burnaby、Richmond道场， zoom.us/j/7789995278。学习内容：复习为什么现代人越来越没有幸福感、如何面对痛苦和幸福。主持师兄：Bob师兄串讲师兄：Oscar师兄"
"温哥华2015届Burnaby小组2019年5月28日共修";"4096";"温哥华2015届Burnaby小组2019年5月28日共修";"588";"2019-05-27T20:03:55";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年5月28日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 断除绮语，精进念诵串讲师兄: 圆施Wendy"
"温哥华2015届Burnaby小组2019年5月28日共修";"4097";"温哥华2015届Burnaby小组2019年5月28日共修";"588";"2019-05-28T16:04:02";"[img  ]https://raw.githubusercontent.com/zuokun2013/hdv/master/sg1/p113261911.jpg[/img][b]佛菩萨名号及咒语补充学习材料汇总[/b]https://github.com/zuokun2013/hdv/blob/master/sg1/%E4%BD%9B%E8%8F%A9%E8%90%A8%E5%90%8D%E5%8F%B7%E5%8F%8A%E5%92%92%E8%AF%AD.mdhttps://github.com/zuokun2013/hdv/tree/master/sg1"
"温哥华2016届Burnaby小组2019年5月29日共修";"4098";"温哥华2016届Burnaby小组2019年5月29日共修";"589";"2019-05-28T18:57:48";"16届温哥华慧灯小组共修诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我共修时间：2019/5/29日星期三6:30pm网络共修：zoom.us/j/7789995278 从《佛说稻秆经》谈佛教人生观和世界观 5 第二节https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1624-l16130https://www.youtube.com/watch?v=-VI0NbEElX8串讲：Frank师兄主持：Bob师兄"
"温哥华2018届Burnaby/Richmond小组2019年06月03日共修";"4099";"温哥华2018届Burnaby/Richmond小组2019年06月03日共修";"590";"2019-06-03T02:38:23";"2018届温哥华慧灯小组共修通知：                                          诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年6月3日 星期一，下午6：30地点：Burnaby、Richmond道场、 zoom.us/j/7789995278。学习内容：戒杀放生的功德。                    视频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1684-l02002]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1684-l02002[/url]音频链接：[url=http://d.huidengzhiguang.com/?id=B00041]http://d.huidengzhiguang.com/?id=B00041[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-3/193-a00041]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-3/193-a00041[/url]主持师兄：Bob师兄串讲师兄：Fiona师兄思考题：1. 我们为什么要戒杀？杀生的后果是什么？ 2. 戒杀的三个等级的要求是什么？请举例说明。 3. 佛经中戒杀定义是什么？ 4. 戒杀有哪些现世和后世的功德？ 5.佛陀对放生所下的定义是什么？ 6.真正意义的放生包括三个必不可少的程序是什 么？ 7. 放生的功德有哪些？"
"温哥华2015届Burnaby小组2019年6月4日共修";"4100";"温哥华2015届Burnaby小组2019年6月4日共修";"591";"2019-06-04T10:52:37";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年6月4日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 断除绮语，精进念诵共修念诵《诸佛菩萨名号集》串讲师兄: 圆航"
"温哥华2015届Burnaby小组2019年6月4日共修";"4101";"温哥华2015届Burnaby小组2019年6月4日共修";"591";"2019-06-04T19:46:45";"[img  ]https://raw.githubusercontent.com/zuokun2013/hdv/master/sg1/%E5%8D%81%E5%96%84%E4%B8%9A%E4%B9%8B%E6%96%AD%E9%99%A4%E7%BB%AE%E8%AF%AD%E7%B2%BE%E8%BF%9B%E5%BF%B5%E8%AF%B5/p113261911.jpg[/img]https://github.com/zuokun2013/hdv/tree/master/sg1/%E5%8D%81%E5%96%84%E4%B8%9A%E4%B9%8B%E6%96%AD%E9%99%A4%E7%BB%AE%E8%AF%AD%E7%B2%BE%E8%BF%9B%E5%BF%B5%E8%AF%B5[b]佛菩萨名号及咒语补充学习材料汇总[/b]https://github.com/zuokun2013/hdv/blob/master/sg1/%E5%8D%81%E5%96%84%E4%B8%9A%E4%B9%8B%E6%96%AD%E9%99%A4%E7%BB%AE%E8%AF%AD%E7%B2%BE%E8%BF%9B%E5%BF%B5%E8%AF%B5/%E4%BD%9B%E8%8F%A9%E8%90%A8%E5%90%8D%E5%8F%B7%E5%8F%8A%E5%92%92%E8%AF%AD.mdhttps://github.com/zuokun2013/hdv/tree/master/sg1"
"温哥华2016届Burnaby小组2019年6月5日共修";"4102";"温哥华2016届Burnaby小组2019年6月5日共修";"592";"2019-06-05T11:33:21";"16届温哥华慧灯小组共修诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我共修时间：2019/6/5日星期三6:30pm网络共修：zoom.us/j/7789995278 从《佛说稻秆经》谈佛教人生观和世界观 5 第三节https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1624-l16130https://www.youtube.com/watch?v=-VI0NbEElX8串讲：Frank师兄主持：Bob师兄 [attachment=312]佛说稻杆经视频5-3.pptx[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年06月10日共修";"4103";"温哥华2018届Burnaby/Richmond小组2019年06月10日共修";"593";"2019-06-10T01:06:32";"2018届温哥华慧灯小组共修通知：                                          诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年6月10日 星期一 ，下午6：30地点：Burnaby、Richmond道场、    zoom.us/j/7789995278。学习内容：素食的意义。                    视频链接：视频1：[url=https://www.youtube.com/watch?v=M70EdwrcQwQ]https://www.youtube.com/watch?v=M70EdwrcQwQ[/url]视频2：[url=https://www.youtube.com/watch?v=4TYyNnUarDE]https://www.youtube.com/watch?v=4TYyNnUarDE[/url]音频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1685-l02003]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1685-l02003[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/136-a00004]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/136-a00004[/url]主持师兄：Bob师兄串讲师兄：Jade师兄"
"温哥华2016届Burnaby小组2019年6月12日共修";"4104";"温哥华2016届Burnaby小组2019年6月12日共修";"594";"2019-06-10T22:43:11";"16届温哥华慧灯小组共修诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我共修时间：2019/6/12日星期三6:30pm网络共修：zoom.us/j/7789995278 从《佛说稻秆经》谈佛教人生观和世界观6  第一节 (start - 44:42)https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/2493-l17077https://www.youtube.com/watch?v=C999jQNni7o串讲：圆信师兄（冯维）主持：Frank师兄 [attachment=314]佛说稻秆经视频6(1).docx[/attachment]"
"温哥华2015届Burnaby小组2019年6月11日共修";"4105";"温哥华2015届Burnaby小组2019年6月11日共修";"595";"2019-06-11T15:07:41";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年6月11日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 无贪心串讲师兄: 圆航"
"温哥华2015届Burnaby小组2019年6月11日共修";"4106";"温哥华2015届Burnaby小组2019年6月11日共修";"595";"2019-06-11T15:10:54";"https://github.com/zuokun2013/hdv/tree/master/sg1/%E5%8D%81%E5%96%84%E4%B8%9A%E4%B9%8B%E6%97%A0%E8%B4%AA%E5%BF%83"
"温哥华2018届Burnaby/Richmond小组2019年06月17日共修";"4107";"温哥华2018届Burnaby/Richmond小组2019年06月17日共修";"596";"2019-06-17T02:23:01";"2018届温哥华慧灯小组共修通知：                                          诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年6月17日 星期一，下午6：30地点：Burnaby、Richmond道场、zoom.us/j/7789995278。学习内容：关于放生。                    视频链接：本课无视频文件音频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/137-a00005]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/137-a00005本课无音频文件[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/137-a00005]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/137-a00005本课无音频文件[/url]主持师兄：Bob师兄串讲师兄：白师兄思考题1： 六度的定义。2： 大乘菩萨的布施有哪几种？ 在放生中哪一种最为重要？ 为什么？3： 放生活动中如何进行法布施?4： 既然系解脱非常殊胜，佛为什么不用这种方法来度化一切众生呢？  5： 长寿，富裕，神通对修行到底是好还是坏？６：如何理解放生和持戒的关系？  7： 如何理解放生和禅定的关系？ 8： 如何理解放生和智慧的关系？"
